"Rep","Party","State","Vote","Bill","Vote_Question"
"Gaetz","Republican","Florida","Nay","H. R. 8036","On Passage"
"Gallagher","Republican","Wisconsin","Yea","H. R. 8036","On Passage"
"Gallego","Democratic","Arizona","Yea","H. R. 8036","On Passage"
"Garamendi","Democratic","California","Yea","H. R. 8036","On Passage"
"Garbarino","Republican","New York","Yea","H. R. 8036","On Passage"
"García (IL)","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Garcia (TX)","Democratic","Texas","Yea","H. R. 8036","On Passage"
"Garcia, Mike","Republican","California","Yea","H. R. 8036","On Passage"
"Garcia, Robert","Democratic","California","Yea","H. R. 8036","On Passage"
"Gimenez","Republican","Florida","Yea","H. R. 8036","On Passage"
"Golden (ME)","Democratic","Maine","Yea","H. R. 8036","On Passage"
"Goldman (NY)","Democratic","New York","Yea","H. R. 8036","On Passage"
"Gomez","Democratic","California","Yea","H. R. 8036","On Passage"
"Gonzales, Tony","Republican","Texas","Yea","H. R. 8036","On Passage"
"Gonzalez, Vicente","Democratic","Texas","Yea","H. R. 8036","On Passage"
"Good (VA)","Republican","Virginia","Nay","H. R. 8036","On Passage"
"Gooden (TX)","Republican","Texas","Yea","H. R. 8036","On Passage"
"Gosar","Republican","Arizona","Nay","H. R. 8036","On Passage"
"Gottheimer","Democratic","New Jersey","Yea","H. R. 8036","On Passage"
"Granger","Republican","Texas","Yea","H. R. 8036","On Passage"
"Graves (LA)","Republican","Louisiana","Yea","H. R. 8036","On Passage"
"Graves (MO)","Republican","Missouri","Yea","H. R. 8036","On Passage"
"Green (TN)","Republican","Tennessee","Yea","H. R. 8036","On Passage"
"Green, Al (TX)","Democratic","Texas","Yea","H. R. 8036","On Passage"
"Greene (GA)","Republican","Georgia","Nay","H. R. 8036","On Passage"
"Griffith","Republican","Virginia","Yea","H. R. 8036","On Passage"
"Grijalva","Democratic","Arizona","Not Voting","H. R. 8036","On Passage"
"Grothman","Republican","Wisconsin","Yea","H. R. 8036","On Passage"
"Guest","Republican","Mississippi","Yea","H. R. 8036","On Passage"
"Guthrie","Republican","Kentucky","Yea","H. R. 8036","On Passage"
"Hageman","Republican","Wyoming","Nay","H. R. 8036","On Passage"
"Harder (CA)","Democratic","California","Yea","H. R. 8036","On Passage"
"Harris","Republican","Maryland","Nay","H. R. 8036","On Passage"
"Harshbarger","Republican","Tennessee","Yea","H. R. 8036","On Passage"
"Hayes","Democratic","Connecticut","Yea","H. R. 8036","On Passage"
"Hern","Republican","Oklahoma","Yea","H. R. 8036","On Passage"
"Higgins (LA)","Republican","Louisiana","Nay","H. R. 8036","On Passage"
"Hill","Republican","Arkansas","Yea","H. R. 8036","On Passage"
"Himes","Democratic","Connecticut","Yea","H. R. 8036","On Passage"
"Hinson","Republican","Iowa","Yea","H. R. 8036","On Passage"
"Horsford","Democratic","Nevada","Yea","H. R. 8036","On Passage"
"Houchin","Republican","Indiana","Yea","H. R. 8036","On Passage"
"Houlahan","Democratic","Pennsylvania","Yea","H. R. 8036","On Passage"
"Hoyer","Democratic","Maryland","Yea","H. R. 8036","On Passage"
"Hoyle (OR)","Democratic","Oregon","Yea","H. R. 8036","On Passage"
"Hudson","Republican","North Carolina","Yea","H. R. 8036","On Passage"
"Huffman","Democratic","California","Yea","H. R. 8036","On Passage"
"Huizenga","Republican","Michigan","Yea","H. R. 8036","On Passage"
"Hunt","Republican","Texas","Not Voting","H. R. 8036","On Passage"
"Issa","Republican","California","Yea","H. R. 8036","On Passage"
"Ivey","Democratic","Maryland","Yea","H. R. 8036","On Passage"
"Jackson (IL)","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Jackson (NC)","Democratic","North Carolina","Not Voting","H. R. 8036","On Passage"
"Jackson (TX)","Republican","Texas","Yea","H. R. 8036","On Passage"
"Jackson Lee","Democratic","Texas","Yea","H. R. 8036","On Passage"
"Jacobs","Democratic","California","Yea","H. R. 8036","On Passage"
"James","Republican","Michigan","Not Voting","H. R. 8036","On Passage"
"Jayapal","Democratic","Washington","Yea","H. R. 8036","On Passage"
"Jeffries","Democratic","New York","Yea","H. R. 8036","On Passage"
"Johnson (GA)","Democratic","Georgia","Yea","H. R. 8036","On Passage"
"Johnson (LA)","Republican","Louisiana","Yea","H. R. 8036","On Passage"
"Johnson (SD)","Republican","South Dakota","Yea","H. R. 8036","On Passage"
"Jordan","Republican","Ohio","Yea","H. R. 8036","On Passage"
"Joyce (OH)","Republican","Ohio","Yea","H. R. 8036","On Passage"
"Joyce (PA)","Republican","Pennsylvania","Yea","H. R. 8036","On Passage"
"Kamlager-Dove","Democratic","California","Yea","H. R. 8036","On Passage"
"Kaptur","Democratic","Ohio","Yea","H. R. 8036","On Passage"
"Kean (NJ)","Republican","New Jersey","Yea","H. R. 8036","On Passage"
"Keating","Democratic","Massachusetts","Yea","H. R. 8036","On Passage"
"Kelly (IL)","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Kelly (MS)","Republican","Mississippi","Yea","H. R. 8036","On Passage"
"Kelly (PA)","Republican","Pennsylvania","Yea","H. R. 8036","On Passage"
"Khanna","Democratic","California","Yea","H. R. 8036","On Passage"
"Kiggans (VA)","Republican","Virginia","Yea","H. R. 8036","On Passage"
"Kildee","Democratic","Michigan","Yea","H. R. 8036","On Passage"
"Kiley","Republican","California","Yea","H. R. 8036","On Passage"
"Kilmer","Democratic","Washington","Yea","H. R. 8036","On Passage"
"Kim (CA)","Republican","California","Yea","H. R. 8036","On Passage"
"Kim (NJ)","Democratic","New Jersey","Yea","H. R. 8036","On Passage"
"Krishnamoorthi","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Kuster","Democratic","New Hampshire","Yea","H. R. 8036","On Passage"
"Kustoff","Republican","Tennessee","Yea","H. R. 8036","On Passage"
"LaHood","Republican","Illinois","Yea","H. R. 8036","On Passage"
"LaLota","Republican","New York","Yea","H. R. 8036","On Passage"
"LaMalfa","Republican","California","Yea","H. R. 8036","On Passage"
"Lamborn","Republican","Colorado","Yea","H. R. 8036","On Passage"
"Landsman","Democratic","Ohio","Yea","H. R. 8036","On Passage"
"Langworthy","Republican","New York","Yea","H. R. 8036","On Passage"
"Larsen (WA)","Democratic","Washington","Yea","H. R. 8036","On Passage"
"Larson (CT)","Democratic","Connecticut","Yea","H. R. 8036","On Passage"
"Latta","Republican","Ohio","Yea","H. R. 8036","On Passage"
"LaTurner","Republican","Kansas","Yea","H. R. 8036","On Passage"
"Lawler","Republican","New York","Yea","H. R. 8036","On Passage"
"Lee (CA)","Democratic","California","Yea","H. R. 8036","On Passage"
"Lee (FL)","Republican","Florida","Yea","H. R. 8036","On Passage"
"Lee (NV)","Democratic","Nevada","Yea","H. R. 8036","On Passage"
"Lee (PA)","Democratic","Pennsylvania","Yea","H. R. 8036","On Passage"
"Leger Fernandez","Democratic","New Mexico","Yea","H. R. 8036","On Passage"
"Lesko","Republican","Arizona","Yea","H. R. 8036","On Passage"
"Letlow","Republican","Louisiana","Yea","H. R. 8036","On Passage"
"Levin","Democratic","California","Yea","H. R. 8036","On Passage"
"Lieu","Democratic","California","Yea","H. R. 8036","On Passage"
"Lofgren","Democratic","California","Yea","H. R. 8036","On Passage"
"Loudermilk","Republican","Georgia","Yea","H. R. 8036","On Passage"
"Lucas","Republican","Oklahoma","Yea","H. R. 8036","On Passage"
"Luetkemeyer","Republican","Missouri","Not Voting","H. R. 8036","On Passage"
"Luna","Republican","Florida","Nay","H. R. 8036","On Passage"
"Luttrell","Republican","Texas","Yea","H. R. 8036","On Passage"
"Lynch","Democratic","Massachusetts","Yea","H. R. 8036","On Passage"
"Mace","Republican","South Carolina","Yea","H. R. 8036","On Passage"
"Magaziner","Democratic","Rhode Island","Not Voting","H. R. 8036","On Passage"
"Malliotakis","Republican","New York","Yea","H. R. 8036","On Passage"
"Maloy","Republican","Utah","Yea","H. R. 8036","On Passage"
"Mann","Republican","Kansas","Yea","H. R. 8036","On Passage"
"Manning","Democratic","North Carolina","Yea","H. R. 8036","On Passage"
"Massie","Republican","Kentucky","Nay","H. R. 8036","On Passage"
"Mast","Republican","Florida","Nay","H. R. 8036","On Passage"
"Matsui","Democratic","California","Yea","H. R. 8036","On Passage"
"McBath","Democratic","Georgia","Yea","H. R. 8036","On Passage"
"McCaul","Republican","Texas","Yea","H. R. 8036","On Passage"
"McClain","Republican","Michigan","Yea","H. R. 8036","On Passage"
"McClellan","Democratic","Virginia","Yea","H. R. 8036","On Passage"
"McClintock","Republican","California","Yea","H. R. 8036","On Passage"
"McCollum","Democratic","Minnesota","Yea","H. R. 8036","On Passage"
"McCormick","Republican","Georgia","Yea","H. R. 8036","On Passage"
"McGarvey","Democratic","Kentucky","Yea","H. R. 8036","On Passage"
"McGovern","Democratic","Massachusetts","Yea","H. R. 8036","On Passage"
"McHenry","Republican","North Carolina","Yea","H. R. 8036","On Passage"
"Meeks","Democratic","New York","Yea","H. R. 8036","On Passage"
"Menendez","Democratic","New Jersey","Yea","H. R. 8036","On Passage"
"Meng","Democratic","New York","Yea","H. R. 8036","On Passage"
"Meuser","Republican","Pennsylvania","Yea","H. R. 8036","On Passage"
"Mfume","Democratic","Maryland","Yea","H. R. 8036","On Passage"
"Miller (IL)","Republican","Illinois","Yea","H. R. 8036","On Passage"
"Miller (OH)","Republican","Ohio","Yea","H. R. 8036","On Passage"
"Miller (WV)","Republican","West Virginia","Yea","H. R. 8036","On Passage"
"Miller-Meeks","Republican","Iowa","Yea","H. R. 8036","On Passage"
"Mills","Republican","Florida","Yea","H. R. 8036","On Passage"
"Molinaro","Republican","New York","Yea","H. R. 8036","On Passage"
"Moolenaar","Republican","Michigan","Yea","H. R. 8036","On Passage"
"Mooney","Republican","West Virginia","Not Voting","H. R. 8036","On Passage"
"Moore (AL)","Republican","Alabama","Nay","H. R. 8036","On Passage"
"Moore (UT)","Republican","Utah","Yea","H. R. 8036","On Passage"
"Moore (WI)","Democratic","Wisconsin","Yea","H. R. 8036","On Passage"
"Moran","Republican","Texas","Yea","H. R. 8036","On Passage"
"Morelle","Democratic","New York","Yea","H. R. 8036","On Passage"
"Moskowitz","Democratic","Florida","Yea","H. R. 8036","On Passage"
"Moulton","Democratic","Massachusetts","Yea","H. R. 8036","On Passage"
"Mrvan","Democratic","Indiana","Yea","H. R. 8036","On Passage"
"Mullin","Democratic","California","Yea","H. R. 8036","On Passage"
"Murphy","Republican","North Carolina","Yea","H. R. 8036","On Passage"
"Nadler","Democratic","New York","Yea","H. R. 8036","On Passage"
"Napolitano","Democratic","California","Yea","H. R. 8036","On Passage"
"Neal","Democratic","Massachusetts","Yea","H. R. 8036","On Passage"
"Neguse","Democratic","Colorado","Yea","H. R. 8036","On Passage"
"Nehls","Republican","Texas","Nay","H. R. 8036","On Passage"
"Newhouse","Republican","Washington","Yea","H. R. 8036","On Passage"
"Nickel","Democratic","North Carolina","Yea","H. R. 8036","On Passage"
"Norcross","Democratic","New Jersey","Yea","H. R. 8036","On Passage"
"Norman","Republican","South Carolina","Nay","H. R. 8036","On Passage"
"Nunn (IA)","Republican","Iowa","Yea","H. R. 8036","On Passage"
"Obernolte","Republican","California","Nay","H. R. 8036","On Passage"
"Ocasio-Cortez","Democratic","New York","Yea","H. R. 8036","On Passage"
"Ogles","Republican","Tennessee","Yea","H. R. 8036","On Passage"
"Omar","Democratic","Minnesota","Yea","H. R. 8036","On Passage"
"Owens","Republican","Utah","Yea","H. R. 8036","On Passage"
"Pallone","Democratic","New Jersey","Yea","H. R. 8036","On Passage"
"Palmer","Republican","Alabama","Yea","H. R. 8036","On Passage"
"Panetta","Democratic","California","Yea","H. R. 8036","On Passage"
"Pappas","Democratic","New Hampshire","Yea","H. R. 8036","On Passage"
"Pascrell","Democratic","New Jersey","Yea","H. R. 8036","On Passage"
"Payne","Democratic","New Jersey","Not Voting","H. R. 8036","On Passage"
"Pelosi","Democratic","California","Yea","H. R. 8036","On Passage"
"Peltola","Democratic","Alaska","Yea","H. R. 8036","On Passage"
"Pence","Republican","Indiana","Yea","H. R. 8036","On Passage"
"Perez","Democratic","Washington","Yea","H. R. 8036","On Passage"
"Perry","Republican","Pennsylvania","Not Voting","H. R. 8036","On Passage"
"Peters","Democratic","California","Yea","H. R. 8036","On Passage"
"Pettersen","Democratic","Colorado","Yea","H. R. 8036","On Passage"
"Pfluger","Republican","Texas","Yea","H. R. 8036","On Passage"
"Phillips","Democratic","Minnesota","Yea","H. R. 8036","On Passage"
"Pingree","Democratic","Maine","Yea","H. R. 8036","On Passage"
"Pocan","Democratic","Wisconsin","Yea","H. R. 8036","On Passage"
"Porter","Democratic","California","Yea","H. R. 8036","On Passage"
"Posey","Republican","Florida","Yea","H. R. 8036","On Passage"
"Pressley","Democratic","Massachusetts","Yea","H. R. 8036","On Passage"
"Quigley","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Ramirez","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Raskin","Democratic","Maryland","Yea","H. R. 8036","On Passage"
"Reschenthaler","Republican","Pennsylvania","Yea","H. R. 8036","On Passage"
"Rodgers (WA)","Republican","Washington","Yea","H. R. 8036","On Passage"
"Rogers (AL)","Republican","Alabama","Yea","H. R. 8036","On Passage"
"Rogers (KY)","Republican","Kentucky","Yea","H. R. 8036","On Passage"
"Rose","Republican","Tennessee","Yea","H. R. 8036","On Passage"
"Rosendale","Republican","Montana","Nay","H. R. 8036","On Passage"
"Ross","Democratic","North Carolina","Yea","H. R. 8036","On Passage"
"Rouzer","Republican","North Carolina","Yea","H. R. 8036","On Passage"
"Roy","Republican","Texas","Nay","H. R. 8036","On Passage"
"Ruiz","Democratic","California","Yea","H. R. 8036","On Passage"
"Ruppersberger","Democratic","Maryland","Yea","H. R. 8036","On Passage"
"Rutherford","Republican","Florida","Yea","H. R. 8036","On Passage"
"Ryan","Democratic","New York","Yea","H. R. 8036","On Passage"
"Salazar","Republican","Florida","Yea","H. R. 8036","On Passage"
"Salinas","Democratic","Oregon","Yea","H. R. 8036","On Passage"
"Sánchez","Democratic","California","Yea","H. R. 8036","On Passage"
"Sarbanes","Democratic","Maryland","Yea","H. R. 8036","On Passage"
"Scalise","Republican","Louisiana","Yea","H. R. 8036","On Passage"
"Scanlon","Democratic","Pennsylvania","Yea","H. R. 8036","On Passage"
"Schakowsky","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Schiff","Democratic","California","Yea","H. R. 8036","On Passage"
"Schneider","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Scholten","Democratic","Michigan","Yea","H. R. 8036","On Passage"
"Schrier","Democratic","Washington","Yea","H. R. 8036","On Passage"
"Schweikert","Republican","Arizona","Yea","H. R. 8036","On Passage"
"Scott (VA)","Democratic","Virginia","Yea","H. R. 8036","On Passage"
"Scott, Austin","Republican","Georgia","Yea","H. R. 8036","On Passage"
"Scott, David","Democratic","Georgia","Yea","H. R. 8036","On Passage"
"Self","Republican","Texas","Nay","H. R. 8036","On Passage"
"Sessions","Republican","Texas","Yea","H. R. 8036","On Passage"
"Sewell","Democratic","Alabama","Yea","H. R. 8036","On Passage"
"Sherman","Democratic","California","Yea","H. R. 8036","On Passage"
"Sherrill","Democratic","New Jersey","Yea","H. R. 8036","On Passage"
"Simpson","Republican","Idaho","Yea","H. R. 8036","On Passage"
"Slotkin","Democratic","Michigan","Yea","H. R. 8036","On Passage"
"Smith (MO)","Republican","Missouri","Yea","H. R. 8036","On Passage"
"Smith (NE)","Republican","Nebraska","Yea","H. R. 8036","On Passage"
"Smith (NJ)","Republican","New Jersey","Yea","H. R. 8036","On Passage"
"Smith (WA)","Democratic","Washington","Yea","H. R. 8036","On Passage"
"Smucker","Republican","Pennsylvania","Yea","H. R. 8036","On Passage"
"Sorensen","Democratic","Illinois","Yea","H. R. 8036","On Passage"
"Soto","Democratic","Florida","Yea","H. R. 8036","On Passage"
"Spanberger","Democratic","Virginia","Yea","H. R. 8036","On Passage"
"Spartz","Republican","Indiana","Yea","H. R. 8036","On Passage"
"Stansbury","Democratic","New Mexico","Yea","H. R. 8036","On Passage"
"Stanton","Democratic","Arizona","Yea","H. R. 8036","On Passage"
"Stauber","Republican","Minnesota","Yea","H. R. 8036","On Passage"
"Steel","Republican","California","Yea","H. R. 8036","On Passage"
"Stefanik","Republican","New York","Yea","H. R. 8036","On Passage"
"Steil","Republican","Wisconsin","Yea","H. R. 8036","On Passage"
"Steube","Republican","Florida","Nay","H. R. 8036","On Passage"
"Stevens","Democratic","Michigan","Yea","H. R. 8036","On Passage"
"Strickland","Democratic","Washington","Yea","H. R. 8036","On Passage"
"Strong","Republican","Alabama","Yea","H. R. 8036","On Passage"
"Suozzi","Democratic","New York","Yea","H. R. 8036","On Passage"
"Swalwell","Democratic","California","Yea","H. R. 8036","On Passage"
"Sykes","Democratic","Ohio","Yea","H. R. 8036","On Passage"
"Takano","Democratic","California","Yea","H. R. 8036","On Passage"
"Tenney","Republican","New York","Yea","H. R. 8036","On Passage"
"Thanedar","Democratic","Michigan","Yea","H. R. 8036","On Passage"
"Thompson (CA)","Democratic","California","Yea","H. R. 8036","On Passage"
"Thompson (MS)","Democratic","Mississippi","Yea","H. R. 8036","On Passage"
"Thompson (PA)","Republican","Pennsylvania","Yea","H. R. 8036","On Passage"
"Tiffany","Republican","Wisconsin","Nay","H. R. 8036","On Passage"
"Timmons","Republican","South Carolina","Yea","H. R. 8036","On Passage"
"Titus","Democratic","Nevada","Yea","H. R. 8036","On Passage"
"Tlaib","Democratic","Michigan","Present","H. R. 8036","On Passage"
"Tokuda","Democratic","Hawaii","Yea","H. R. 8036","On Passage"
"Tonko","Democratic","New York","Yea","H. R. 8036","On Passage"
"Torres (CA)","Democratic","California","Yea","H. R. 8036","On Passage"
"Torres (NY)","Democratic","New York","Yea","H. R. 8036","On Passage"
